City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
691,Naze,JP,66.2,broken clouds,28.37,129.48,奄美ポートタワーホテル
694,Nyaunglebin,MM,76.8,scattered clouds,17.95,96.73,Royal Motel
695,Manado,ID,80.6,scattered clouds,1.49,124.85,Aryaduta Hotel
696,Along,IN,60.3,clear sky,28.17,94.77,Hotel West
699,Catarman,PH,79.43,overcast clouds,12.5,124.64,Pink City Pension Hotel
703,Paraiso,CR,68.0,clear sky,9.84,-83.87,Rinconcito Verde
704,Akyab,MM,78.46,few clouds,20.15,92.9,Hotel Memory
712,Jeremie,HT,76.41,clear sky,18.65,-74.12,Auberge’Inn
714,Netivot,IL,70.0,clear sky,31.42,34.59,Catering Gato - kosher catering Dairy
720,Broken Hill,AU,87.8,clear sky,-31.95,141.43,Daydream Motel & Cottages
721,Amuntai,ID,75.22,light rain,-2.42,115.25,Hotel Balqis
